name,category,alcoholic,ingredients,desc
Raspberry Cooler,Other / Unknown,Alcoholic,"['Raspberry vodka', 'Lemon-lime soda', 'Ice']","""Indulge in the Raspberry Cooler, a refreshing blend of raspberry vodka and lemon-lime soda, served chilled over ice for a sweet and tangy twist."""
Rum Old-fashioned,Ordinary Drink,Alcoholic,"['Light rum', '151 proof rum', 'Powdered sugar', 'Bitters', 'Water', 'Lime peel']","""Indulge in the Rum Old-fashioned, a rich and bold twist on the classic, blending smooth light rum, spicy 151 proof rum, and a hint of sweetness, all tied together with a zesty lime peel and a dash of bitters."""
Russian Spring Punch,Ordinary Drink,Alcoholic,"['Vodka', 'Creme de Cassis', 'Sugar Syrup', 'Lemon Juice']","""Indulge in the Russian Spring Punch, a refreshing blend of vodka, rich Creme de Cassis, and zesty lemon juice, sweetly balanced with sugar syrup, evoking the vibrant spirit of a Russian spring."""
Radioactive Long Island Iced Tea,Ordinary Drink,Alcoholic,"['Rum', 'Vodka', 'Tequila', 'Gin', 'Triple sec', 'Chambord raspberry liqueur', 'Midori melon liqueur', 'Malibu rum']","""Electrify your night with the Radioactive Long Island Iced Tea, a potent blend of 8 bold spirits, including rum, vodka, and melon liqueur, glowing with a sweet and tangy flavor that's sure to ignite the party."""
Smut,Punch / Party Drink,Alcoholic,"['Red wine', 'Peach schnapps', 'Pepsi Cola', 'Orange juice']","Smut: A sultry blend of red wine, peach schnapps, and orange juice, topped with a splash of Pepsi Cola, creating a fruity and mysterious twist on a classic cocktail."
Spritz,Ordinary Drink,Alcoholic,"['Prosecco', 'Campari', 'Soda Water']","""Bubbly and bold, the Spritz combines Prosecco, Campari, and a splash of Soda Water for a refreshing Italian classic with a hint of bitter sweetness."""
Scooter,Ordinary Drink,Alcoholic,"['Brandy', 'Amaretto', 'Light cream']","Scooter: A velvety blend of brandy and amaretto, smoothed by light cream, creating a rich and indulgent nightcap."
Sangria,Punch / Party Drink,Alcoholic,"['Red wine', 'Sugar', 'Orange juice', 'Lemon juice', 'Cloves', 'Cinnamon']","Indulge in our Sangria, a rich and fruity blend of red wine, infused with the warmth of cloves and cinnamon, and a hint of citrus from orange and lemon juices, all perfectly balanced with a touch of sugar."
Stinger,Ordinary Drink,Alcoholic,"['Brandy', 'White Creme de Menthe']","""Stinger: A refreshing twist on a classic, combining rich brandy with a cooling splash of White Creme de Menthe, perfect for a revitalizing nightcap."""
Sazerac,Ordinary Drink,Alcoholic,"['Ricard', 'Sugar', 'Peychaud bitters', 'Water', 'Bourbon', 'Lemon peel']","""Indulge in the Sazerac, a classic New Orleans cocktail blending rich Bourbon, anise-flavored Ricard, and subtle Peychaud bitters, balanced by a touch of sugar and a hint of citrus, finished with a delicate lemon peel garnish."""
Sidecar,Ordinary Drink,Alcoholic,"['Cognac', 'Cointreau', 'Lemon juice']","""Indulge in the Sidecar, a classic blend of rich Cognac, velvety Cointreau, and a squeeze of zesty lemon juice, crafting a sophisticated and citrusy cocktail experience."""
Snowday,Cocktail,Alcoholic,"['Vodka', 'Amaro Montenegro', 'Ruby Port', 'Blood Orange', 'Angostura Bitters', 'Orange Peel']","""Snowday: A winter wonderland in a glass, blending vodka, Amaro Montenegro, and Ruby Port with blood orange and a hint of bitters, garnished with a twist of orange peel."""
Spice 75,Cocktail,Alcoholic,"['Sugar', 'Allspice', 'Rum', 'Lime Juice', 'Champagne', 'Orange spiral']","""Indulge in the Spice 75, a vibrant twist on the classic French 75. Rich rum, zesty lime juice, and warm allspice mingle with sugar and champagne, garnished with a delicate orange spiral, creating a spicy and effervescent cocktail experience."""
Snowball,Ordinary Drink,Alcoholic,"['Advocaat', 'Lemonade', 'Lemon', 'Ice']","""Indulge in the creamy Snowball, a velvety blend of Advocaat, zesty lemonade, and a squeeze of fresh lemon, chilled to perfection over ice."""
Shot-gun,Shot,Alcoholic,"['Jim Beam', 'Jack Daniels', 'Wild Turkey']","""Shot-gun: A triple threat of bourbon bliss, combining Jim Beam, Jack Daniels, and Wild Turkey for a bold, whiskey-packed punch that's not for the faint of heart."""
Salty Dog,Ordinary Drink,Alcoholic,"['Grapefruit juice', 'Gin', 'Salt']","""Salty Dog: A tangy twist on a classic, combining crisp grapefruit juice, smooth gin, and a hint of salt, perfect for those who like a touch of savory with their sip."""
Stone Sour,Ordinary Drink,Alcoholic,"['Apricot brandy', 'Orange juice', 'Sweet and sour']","""Indulge in the Stone Sour, a tangy blend of apricot brandy, vibrant orange juice, and a hint of sweet and sour, crafting a refreshing twist on a classic cocktail."""
Sea breeze,Ordinary Drink,Alcoholic,"['Vodka', 'Cranberry juice', 'Grapefruit juice']","""Escape to the coast with our refreshing Sea Breeze, a revitalizing blend of vodka, cranberry, and grapefruit juices that's as crisp as an ocean breeze."""
Scotch Sour,Ordinary Drink,Alcoholic,"['Scotch', 'Lime', 'Powdered sugar', 'Lemon', 'Cherry']","Indulge in the Scotch Sour, a tangy blend of smoky Scotch, zesty lime and lemon, balanced by a hint of sweetness and garnished with a luscious cherry."
Sweet Tooth,Shake,Alcoholic,"['Godiva liqueur', 'Milk']","Indulge in Sweet Tooth, a rich and creamy blend of Godiva liqueur and velvety milk, satisfying your cravings with a decadent twist."
Screwdriver,Ordinary Drink,Alcoholic,"['Vodka', 'Orange juice']","""Vodka and orange juice unite in a refreshing twist, creating the classic Screwdriver - a simple yet revitalizing cocktail that's perfect for any occasion."""
Sherry Flip,Ordinary Drink,Alcoholic,"['Sherry', 'Light cream', 'Powdered sugar', 'Egg', 'Nutmeg']","Indulge in the rich Sherry Flip, a velvety blend of Sherry, light cream, and powdered sugar, elevated by the subtle warmth of nutmeg and the silky texture of egg, creating a luxurious and comforting alcoholic treat."
Sol Y Sombra,Ordinary Drink,Alcoholic,"['Brandy', 'Anisette']","Sol Y Sombra: Warm brandy and sweet anisette blend in perfect harmony, evoking the contrasting beauty of sun and shadow in every sip."
Shark Attack,Cocktail,Alcoholic,"['Lemonade', 'Water', 'Vodka']","""Dive into the Shark Attack, a refreshing blend of zesty lemonade, crisp water, and a bite of vodka, guaranteed to leave you hooked."""
San Francisco,Ordinary Drink,Alcoholic,"['Vodka', 'Creme de Banane', 'Grenadine', 'Orange juice']","""Escape to the Golden Gate with the San Francisco, a vibrant blend of vodka, creamy banana, sweet grenadine, and tangy orange juice, evoking the city's iconic sunset over the bay."""
Space Odyssey,Ordinary Drink,Alcoholic,"['151 proof rum', 'Malibu rum', 'Pineapple juice', 'Orange juice', 'Grenadine', 'Cherries']","""Blast off into the cosmos with Space Odyssey, a fiery fusion of 151 proof rum, Malibu rum, and tropical juices, swirled with sweet grenadine and garnished with cherries, creating a cosmic cocktail that's out of this world."""
Sherry Eggnog,Ordinary Drink,Alcoholic,"['Sherry', 'Powdered sugar', 'Egg', 'Milk', 'Nutmeg']","""Indulge in the rich Sherry Eggnog, a velvety blend of sherry, creamy milk, and sweet powdered sugar, infused with the warmth of nutmeg and the decadence of egg, perfect for a sophisticated holiday treat."""
Sweet Bananas,Shake,Non alcoholic,"['Milk', 'Banana', 'Honey']","Indulge in Sweet Bananas, a creamy blend of milk, ripe banana, and a drizzle of honey, creating a sweet and soothing non-alcoholic treat."
Sweet Sangria,Punch / Party Drink,Alcoholic,"['Red wine', 'Sugar', 'Water', 'Apple', 'Orange', 'Lime', 'Lemon', 'Fresca']","Indulge in Sweet Sangria, a fruity twist on a classic cocktail. Rich red wine blends with sugar, crisp citrus, and juicy apple, orange, and a hint of Fresca, creating a refreshing and sweetly tangy drink perfect for warm nights."
Thriller,Ordinary Drink,Alcoholic,"['Scotch', 'Wine', 'Orange juice']","""Unleash the Thriller: a bold blend of smoky Scotch, rich Wine, and vibrant Orange juice, guaranteed to send shivers down your spine."""
The Galah,Cocktail,Alcoholic,"['Dark Rum', 'Campari', 'Creme De Banane', 'Pineapple Juice', 'Lime Juice']","""Meet The Galah, a vibrant twist on tropical nights. Dark rum, Campari, and Creme De Banane blend with pineapple and lime juices, creating a bold, fruity, and slightly bitter cocktail that's as colorful as its Australian namesake."""
Tia-Maria,Homemade Liqueur,Alcoholic,"['Water', 'Brown sugar', 'Coffee', 'Rum', 'Vanilla extract']","Indulge in the rich Tia-Maria, a decadent blend of bold coffee, smooth vanilla, and velvety rum, sweetened with brown sugar and hints of water, crafting a luxurious and aromatic nightcap."
Tipperary,Cocktail,Alcoholic,"['Irish Whiskey', 'Sweet Vermouth', 'Green Chartreuse']","""Indulge in the Tipperary, a rich and complex cocktail blending smooth Irish Whiskey, velvety Sweet Vermouth, and a hint of herbal Green Chartreuse, creating a sophisticated and refreshing taste experience."""
Turkeyball,Shot,Alcoholic,"['Wild Turkey', 'Amaretto', 'Pineapple juice']","""Turkeyball: A bold blend of Wild Turkey bourbon, sweet Amaretto, and tropical pineapple juice, kicking your night into high gear."""
Texas Sling,Shake,Alcoholic,"['Kahlua', 'Irish cream', 'Amaretto', '151 proof rum', 'Cream']","""Indulge in the Texas Sling, a rich and velvety blend of Kahlua, Irish cream, and Amaretto, ignited by a shot of 151 proof rum and smoothed with a splash of cream, perfect for those who dare to ride the wild side."""
Thai Coffee,Coffee / Tea,Non alcoholic,"['Coffee', 'Coriander', 'Cardamom', 'Sugar', 'Whipping cream', 'Ice']","""Indulge in the exotic Thai Coffee, a rich and aromatic blend of coffee, coriander, and cardamom, sweetened with sugar and topped with a velvety whipping cream, served chilled over ice."""
Tom Collins,Ordinary Drink,Alcoholic,"['Gin', 'Lemon juice', 'Sugar', 'Club soda', 'Maraschino cherry', 'Orange']","""Indulge in the classic Tom Collins, a refreshing blend of gin, zesty lemon juice, and a hint of sweetness, topped with a splash of club soda and garnished with a maraschino cherry and orange twist."""
Tomato Tang,Other / Unknown,Non alcoholic,"['Tomato juice', 'Lemon juice', 'Celery salt']","""Invigorate your senses with Tomato Tang, a refreshing non-alcoholic blend of juicy tomato, zesty lemon, and a hint of savory celery salt, perfect for a revitalizing pick-me-up."""
Talos Coffee,Coffee / Tea,Alcoholic,"['Grand Marnier', 'Coffee']","""Indulge in Talos Coffee, a rich and velvety blend of bold coffee and Grand Marnier, where citrus and chocolate notes dance in perfect harmony."""
Tennesee Mud,Coffee / Tea,Alcoholic,"['Coffee', 'Jack Daniels', 'Amaretto', 'Whipped cream']","""Indulge in the rich Tennesee Mud, a decadent blend of bold coffee, smooth Jack Daniels, and sweet Amaretto, topped with a velvety whipped cream."""
Tequila Fizz,Ordinary Drink,Alcoholic,"['Tequila', 'Lemon juice', 'Grenadine', 'Egg white', 'Ginger ale']","""Shake up the night with our Tequila Fizz, a zesty blend of tequila, lemon juice, and sweet grenadine, topped with a silky egg white foam and a splash of spicy ginger ale."""
Tequila Sour,Ordinary Drink,Alcoholic,"['Tequila', 'Lemon', 'Powdered sugar', 'Lemon', 'Cherry']","""Zesty and sweet, the Tequila Sour blends bold tequila with tangy lemon, a touch of powdered sugar, and a hint of cherry, creating a refreshing twist on a classic cocktail."""
Thai Iced Tea,Coffee / Tea,Non alcoholic,"['Tea', 'Water', 'Condensed milk', 'Ice', 'Mint']","""Indulge in the creamy, sweet bliss of Thai Iced Tea, a refreshing blend of strong tea, velvety condensed milk, and invigorating mint, served chilled over ice."""
The Last Word,Cocktail,Alcoholic,"['Green Chartreuse', 'Maraschino Liqueur', 'Lime Juice', 'Gin']","""Indulge in The Last Word, a complex and refreshing blend of Green Chartreuse, Maraschino Liqueur, zesty lime juice, and crisp gin, harmoniously balanced to leave you speechless."""
Turf Cocktail,Ordinary Drink,Alcoholic,"['Dry Vermouth', 'Gin', 'Anis', 'Bitters', 'Orange peel']","""Turf Cocktail: A classic blend of gin, dry vermouth, and anis, infused with subtle bitters and garnished with a twist of orange peel, evoking the sophistication of a bygone era."""
The Laverstoke,Cocktail,Alcoholic,"['Gin', 'Elderflower cordial', 'Rosso Vermouth', 'Tonic Water', 'Lime', 'Ginger', 'Mint']","The Laverstoke: A refreshing twist on a classic gin cocktail, infused with the sweetness of elderflower, the spice of ginger, and the subtle bitterness of Rosso Vermouth, all tied together with a splash of tonic water, a squeeze of lime, and a sprig of fresh mint."
Tequila Slammer,Shot,Alcoholic,"['Tequila', '7-up']","""Experience the bold kick of the Tequila Slammer, a refreshing mix of smooth tequila and crisp 7-up, perfect for a lively night out."""
Tequila Sunrise,Cocktail,Alcoholic,"['Tequila', 'Orange juice', 'Grenadine']","""Vibrant and refreshing, the Tequila Sunrise blends tequila, orange juice, and a hint of grenadine, evoking a warm desert dawn in every sip."""
The Philosopher,Cocktail,Alcoholic,"['Gin', 'Melon Liqueur', 'Orange Bitters', 'Lemon Juice', 'Prosecco']","""Indulge in The Philosopher, a refreshing blend of gin, melon liqueur, and citrus, elevated by prosecco's subtle sparkle and a hint of orange bitters, sparking contemplation with every sip."""
Tuxedo Cocktail,Ordinary Drink,Alcoholic,"['Dry Vermouth', 'Gin', 'Maraschino liqueur', 'Anis', 'Orange bitters', 'Cherry']","""Indulge in the sophisticated Tuxedo Cocktail, a classic blend of gin, dry vermouth, and maraschino liqueur, subtly nuanced with anis, orange bitters, and garnished with a cherry, perfect for a refined evening."""
Tequila Surprise,Shot,Alcoholic,"['Tequila', 'Tabasco sauce']",""" Ignite your senses with the Tequila Surprise, a bold and spicy blend of smooth tequila and a hint of Tabasco sauce, leaving you with a fiery kick."""
Thai Iced Coffee,Coffee / Tea,Non alcoholic,"['Coffee', 'Sugar', 'Cream', 'Cardamom']","""Rich coffee, sweet sugar, and velvety cream blend with a hint of aromatic cardamom, chilled to perfection in our refreshing Thai Iced Coffee."""
The Jimmy Conway,Cocktail,Alcoholic,"['Irish Whiskey', 'Amaretto', 'Cranberry Juice']","""The Jimmy Conway: A smooth Irish Whiskey and Amaretto blend, kissed with tart cranberry juice, creating a sophisticated and subtly sweet cocktail."""
Texas Rattlesnake,Shot,Alcoholic,"['Yukon Jack', 'Cherry brandy', 'Southern Comfort', 'Sweet and sour']","""Unleash the wild west with the Texas Rattlesnake, a bold blend of Yukon Jack, cherry brandy, and Southern Comfort, tamed by a splash of sweet and sour, making for a dangerously smooth ride."""
Vesper,Cocktail,Alcoholic,"['Gin', 'Vodka', 'Lillet Blanc']","""Indulge in the sophisticated Vesper, a classic martini blend of crisp gin, smooth vodka, and subtle Lillet Blanc, evoking a refreshing and elegant sip."""
Victor,Ordinary Drink,Alcoholic,"['Gin', 'Sweet Vermouth', 'Brandy']","""Victor: A sophisticated blend of gin, sweet vermouth, and brandy, crafting a rich, velvety cocktail with hints of spice and subtle complexity."""
Vampiro,Ordinary Drink,Alcoholic,"['Tequila', 'Tomato Juice', 'Orange Juice', 'Lime Juice', 'Sugar Syrup', 'Salt']","""Indulge in the Vampiro, a blood-red twist on the classic Bloody Mary. Tequila, tomato juice, and a squeeze of orange and lime juices come together in a savory, sweet, and tangy blend, finished with a hint of sugar and a kiss of salt."""
Vesuvio,Ordinary Drink,Alcoholic,"['Light rum', 'Sweet Vermouth', 'Lemon', 'Powdered sugar', 'Egg white']","Vesuvio: A velvety, citrus-kissed cocktail blending light rum, sweet vermouth, and a hint of lemon, smoothed by powdered sugar and silky egg white, evoking the fiery elegance of Italy's iconic volcano."
Veteran,Ordinary Drink,Alcoholic,"['Dark rum', 'Cherry brandy']","""Veteran: A bold, rich blend of dark rum and cherry brandy, honoring the classics with a smooth, fruity twist."""
Van Vleet,Ordinary Drink,Alcoholic,"['Light rum', 'Maple syrup', 'Lemon juice']","""Van Vleet: A refreshing twist of light rum, sweet maple syrup, and zesty lemon juice, blending tropical warmth with a hint of Canadian charm."""
Vodka Fizz,Other / Unknown,Alcoholic,"['Vodka', 'Half-and-half', 'Limeade', 'Ice', 'Nutmeg']","""Indulge in the Vodka Fizz, a creamy and refreshing blend of vodka, half-and-half, and zesty limeade, chilled to perfection with a hint of warm nutmeg."""
Vodka Lemon,Cocktail,Alcoholic,"['Vodka', 'Lemon Juice', 'Lemon Peel', 'Ice']","""Invigorate your senses with Vodka Lemon, a refreshing blend of crisp vodka, zesty lemon juice, and a hint of citrusy lemon peel, served chilled over ice."""
Vodka Slime,Cocktail,Alcoholic,"['Sprite', 'Lime Juice', 'Vodka']","""Vodka Slime: A refreshing twist of zesty lime juice, crisp Sprite, and smooth vodka, blending into a slimy green cocktail that's as fun as it is potent."""
Vodka Tonic,Cocktail,Alcoholic,"['Vodka', 'Tonic Water', 'Lemon Peel']","""Crisp and refreshing, the Vodka Tonic combines smooth vodka, bubbly tonic water, and a hint of citrusy lemon peel, perfect for a light and revitalizing drink."""
Vodka Martini,Ordinary Drink,Alcoholic,"['Vodka', 'Dry Vermouth', 'Olive']","""Sleek and sophisticated, the Vodka Martini combines crisp vodka and a hint of dry vermouth, garnished with a single olive for a refined and timeless cocktail experience."""
Vodka Russian,Ordinary Drink,Alcoholic,"['Vodka', 'Schweppes Russchian']","""Chill out with the Vodka Russian, a crisp blend of vodka and Schweppes Russchian, perfect for a refreshing nightcap."""
Vermouth Cassis,Ordinary Drink,Alcoholic,"['Dry Vermouth', 'Creme de Cassis', 'Carbonated water']","""Indulge in the Vermouth Cassis, a refreshing blend of dry vermouth and sweet creme de cassis, topped with a fizzy twist of carbonated water, perfect for warm evenings and sophisticated gatherings."""
Victory Collins,Ordinary Drink,Alcoholic,"['Vodka', 'Lemon juice', 'Grape juice', 'Powdered sugar', 'Orange']","""Victory Collins: A triumphant blend of vodka, lemon juice, and grape juice, sweetened with powdered sugar and garnished with a slice of orange, perfect for toasting your next win."""
Vodka And Tonic,Ordinary Drink,Alcoholic,"['Vodka', 'Tonic water']","""Crisp and refreshing, the Vodka And Tonic combines smooth vodka with bubbly tonic water, creating a classic and revitalizing drink."""
Valencia Cocktail,Ordinary Drink,Alcoholic,"['Apricot brandy', 'Orange juice', 'Orange bitters']","""Indulge in the Valencia Cocktail, a vibrant blend of apricot brandy, fresh orange juice, and a hint of orange bitters, evoking the warm, sun-kissed spirit of its Spanish namesake."""
Whisky Mac,Ordinary Drink,Alcoholic,"['Scotch', 'Wine']","""Indulge in the Whisky Mac, a rich blend of smooth Scotch and velvety wine, perfect for sipping on a chilly evening."""
White Lady,Ordinary Drink,Alcoholic,"['Gin', 'Triple Sec', 'Lemon Juice']","""Indulge in the White Lady, a crisp and citrusy cocktail blending gin, triple sec, and lemon juice, evoking a refreshing and elegant sip."""
Wine Punch,Punch / Party Drink,Alcoholic,"['Red wine', 'Lemon', 'Orange juice', 'Orange', 'Pineapple juice']","Indulge in our refreshing Wine Punch, a fruity blend of red wine, tangy lemon, and sweet orange and pineapple juices, garnished with a slice of vibrant orange."
Wine Cooler,Punch / Party Drink,Optional alcohol,"['Red wine', 'Lemon-lime soda', 'Ice']","""Refresh with our Wine Cooler, a revitalizing blend of rich red wine and zesty lemon-lime soda, served chilled over ice."""
Winter Rita,Beer,Alcoholic,"['Tequila', 'Campari', 'Lime Juice', 'Orange Juice', 'Rosemary Syrup', 'Salt']","""Embrace the chill with Winter Rita, a bold twist on the classic margarita. Tequila and Campari blend with zesty lime and orange juices, infused with the earthy essence of rosemary syrup, all rimmed with a touch of salt."""
Whiskey Sour,Ordinary Drink,Alcoholic,"['Blended whiskey', 'Lemon', 'Powdered sugar', 'Cherry', 'Lemon']","""Tangy and sweet, the Whiskey Sour blends smooth whiskey with a zesty lemon twist, finished with a hint of cherry and a touch of sugar."""
White Russian,Ordinary Drink,Alcoholic,"['Vodka', 'Coffee liqueur', 'Light cream']","Indulge in the rich, velvety White Russian, a decadent blend of vodka, coffee liqueur, and light cream, perfect for a sophisticated nightcap."
Winter Paloma,Cocktail,Alcoholic,"['Tequila', 'Grapefruit Juice', 'Lime Juice', 'Agave Syrup', 'Pepper']","""Embrace the chill with Winter Paloma, a zesty blend of tequila, grapefruit, and lime juices, sweetened with agave syrup and spiked with a hint of pepper, perfect for warming up on a cold winter's night."""
White Wine Sangria,Punch / Party Drink,Alcoholic,"['Lime', 'lemon', 'White Wine', 'Strawberries', 'Apple', 'Apple Brandy', 'Soda Water']","Indulge in our refreshing White Wine Sangria, a fruity blend of white wine, crisp apple, sweet strawberries, and a hint of citrus, elevated by a splash of apple brandy and soda water."
Whitecap Margarita,Other / Unknown,Alcoholic,"['Ice', 'Tequila', 'Cream of coconut', 'Lime juice']","""Ride the wave with our Whitecap Margarita, a creamy twist on the classic, blending tequila, coconut, and zesty lime juice, served chilled over ice."""
Waikiki Beachcomber,Ordinary Drink,Alcoholic,"['Triple sec', 'Gin', 'Pineapple juice']","""Escape to the islands with the Waikiki Beachcomber, a tropical blend of triple sec, gin, and pineapple juice, evoking sun-kissed beaches and warm ocean breezes."""
Yellow Bird,Cocktail,Alcoholic,"['White Rum', 'Galliano', 'Triple Sec', 'Lime Juice']","""Yellow Bird: A vibrant, citrusy cocktail blending White Rum, Galliano, and Triple Sec, squeezed with fresh Lime Juice, evoking the warmth of a sunny escape."""
Yoghurt Cooler,Other / Unknown,Non alcoholic,"['Yoghurt', 'Fruit', 'Ice']","""Beat the heat with our refreshing Yoghurt Cooler, a chilled blend of creamy yoghurt, sweet fruit, and ice, perfect for a cool and revitalizing treat."""
Zorro,Coffee / Tea,Alcoholic,"['Sambuca', 'Baileys irish cream', 'White Creme de Menthe']","""Unmask the night with Zorro, a mysterious blend of Sambuca, Baileys Irish Cream, and White Creme de Menthe, combining bold anise flavors with creamy sweetness and a refreshing hint of mint."""
Zinger,Soft Drink,Alcoholic,"['Peachtree schnapps', 'Surge']","""Zinger: A sweet and tangy twist, combining Peachtree schnapps with a burst of citrusy Surge, creating a electrifying shot that will leave you buzzing."""
Zoksel,Soft Drink,Alcoholic,"['Beer', 'Root beer', 'Lemonade', 'Coca-Cola', '7-Up', 'Creme de Cassis', 'Lemon']","""Zoksel: A bold, fruity twist on a classic beer cocktail, blending the richness of beer and root beer with a splash of lemonade, cola, and 7-Up, finished with a hint of blackcurrant from Creme de Cassis and a squeeze of fresh lemon."""
Zombie,Cocktail,Alcoholic,"['Rum', 'Gold rum', '151 proof rum', 'Pernod', 'Grenadine', 'Lime Juice', 'Angostura Bitters']","""Unleash the undead with our Zombie cocktail, a potent blend of three rums, Pernod, and a hint of sweetness, balanced by lime juice and a dash of bitters, guaranteed to raise the dead."""
Zambeer,Soft Drink,Alcoholic,"['Sambuca', 'Root beer', 'Ice']","""Zambeer: A bold twist on tradition, combining the anise kick of Sambuca with the creamy sweetness of root beer, served chilled over ice for a refreshing surprise."""
Zorbatini,Cocktail,Alcoholic,"['Vodka', 'Ouzo']","""Zorbatini: A bold, Greek-inspired martini blending vodka and ouzo, perfect for those who dare to dance with the gods."""
Zenmeister,Ordinary Drink,Alcoholic,"['Jägermeister', 'Root beer']","""Unwind with the Zenmeister, a harmonious blend of Jägermeister's bold herbal notes and the creamy sweetness of root beer, creating a uniquely refreshing and intriguing cocktail experience."""
Zipperhead,Shot,Alcoholic,"['Chambord raspberry liqueur', 'Vodka', 'Soda water']","""Unzip the night with Zipperhead, a bold mix of Chambord raspberry liqueur, icy vodka, and refreshing soda water, creating a sweet and tangy spark that will leave you buzzing."""
Zima Blaster,Ordinary Drink,Alcoholic,"['Zima', 'Chambord raspberry liqueur']","""Unleash the Zima Blaster: a bold, fruity fusion of Zima and Chambord raspberry liqueur, blasting your taste buds with sweet and tangy flavors."""
Zizi Coin-coin,Punch / Party Drink,Alcoholic,"['Cointreau', 'Lemon juice', 'Ice', 'Lemon']","""Zizi Coin-coin: A refreshing twist of citrus, blending Cointreau's velvety orange liqueur with zesty lemon juice, served chilled with a squeeze of lemon and a hint of sophistication."""
Zimadori Zinger,Punch / Party Drink,Alcoholic,"['Midori melon liqueur', 'Zima']","""Unleash the Zimadori Zinger, a refreshing twist of sweet Midori melon liqueur and crisp Zima, blending into a revitalizing and fruity alcoholic escape."""
Zippy's Revenge,Cocktail,Alcoholic,"['Amaretto', 'Rum', 'Kool-Aid']","""Unleash the mischief with Zippy's Revenge, a mischievous mix of Amaretto, dark Rum, and a splash of fruity Kool-Aid, guaranteed to stir up trouble."""
Ziemes Martini Apfelsaft,Ordinary Drink,Alcoholic,"['Vermouth', 'Apple juice']","""Indulge in the Ziemes Martini Apfelsaft, a refreshing twist on the classic martini, blending Vermouth with sweet apple juice for a crisp and fruity escape."""
